,Class,Text,text_message,word_tokens,stemmed,final_text,labels
1384,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person bt not his girlfrnd g o o d n i g h t   ,"['storming', 'msg', 'wen', 'u', 'lift', 'd', 'phne', 'u', 'say', 'hello', 'do', 'u', 'knw', 'wt', 'is', 'd', 'real', 'meaning', 'of', 'hello', '', '', '', 'its', 'd', 'name', 'of', 'a', 'girl', '', '', '', 'yes', 'and', 'u', 'knw', 'who', 'is', 'dat', 'girl', 'margaret', 'hello', 'she', 'is', 'd', 'girlfrnd', 'f', 'grahmbell', 'who', 'invnted', 'telphone', '', '', '', '', 'moralone', 'can', '4get', 'd', 'name', 'of', 'a', 'person', 'bt', 'not', 'his', 'girlfrnd', 'g', 'o', 'o', 'd', 'n', 'i', 'g', 'h', 't', '', '', '']","['storm', 'msg', 'wen', 'u', 'lift', 'd', 'phne', 'u', 'say', 'hello', 'do', 'u', 'knw', 'wt', 'is', 'd', 'real', 'mean', 'of', 'hello', '', '', '', 'it', 'd', 'name', 'of', 'a', 'girl', '', '', '', 'ye', 'and', 'u', 'knw', 'who', 'is', 'dat', 'girl', 'margaret', 'hello', 'she', 'is', 'd', 'girlfrnd', 'f', 'grahmbel', 'who', 'invnt', 'telphon', '', '', '', '', 'moralon', 'can', '4get', 'd', 'name', 'of', 'a', 'person', 'bt', 'not', 'hi', 'girlfrnd', 'g', 'o', 'o', 'd', 'n', 'i', 'g', 'h', 't', '', '', '']",storm msg wen lift phne say hello do knw wt is real mean of hello it name of girl ye and knw who is dat girl margaret hello she is girlfrnd grahmbel who invnt telphon moralon can 4get name of person bt not hi girlfrnd,0
1385,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,thats ok i popped in to ask bout something and she said youd been in are you around tonght wen this girl comes,"['thats', 'ok', 'i', 'popped', 'in', 'to', 'ask', 'bout', 'something', 'and', 'she', 'said', 'youd', 'been', 'in', 'are', 'you', 'around', 'tonght', 'wen', 'this', 'girl', 'comes']","['that', 'ok', 'i', 'pop', 'in', 'to', 'ask', 'bout', 'someth', 'and', 'she', 'said', 'youd', 'been', 'in', 'are', 'you', 'around', 'tonght', 'wen', 'thi', 'girl', 'come']",that ok pop in to ask bout someth and she said youd been in are you around tonght wen thi girl come,0
1386,ham,All e best 4 ur exam later.,all e best 4 ur exam later,"['all', 'e', 'best', '4', 'ur', 'exam', 'later']","['all', 'e', 'best', '4', 'ur', 'exam', 'later']",all best ur exam later,0
1387,ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope ur head doesnt hurt 2 much  am ploughing my way through a pile of ironing  staying in with a chinky tonight come round if you like,"['hope', 'ur', 'head', 'doesnt', 'hurt', '2', 'much', '', 'am', 'ploughing', 'my', 'way', 'through', 'a', 'pile', 'of', 'ironing', '', 'staying', 'in', 'with', 'a', 'chinky', 'tonight', 'come', 'round', 'if', 'you', 'like']","['hope', 'ur', 'head', 'doesnt', 'hurt', '2', 'much', '', 'am', 'plough', 'my', 'way', 'through', 'a', 'pile', 'of', 'iron', '', 'stay', 'in', 'with', 'a', 'chinki', 'tonight', 'come', 'round', 'if', 'you', 'like']",hope ur head doesnt hurt much am plough my way through pile of iron stay in with chinki tonight come round if you like,0
1388,ham,Oh k.i think most of wi and nz players unsold.,oh ki think most of wi and nz players unsold,"['oh', 'ki', 'think', 'most', 'of', 'wi', 'and', 'nz', 'players', 'unsold']","['oh', 'ki', 'think', 'most', 'of', 'wi', 'and', 'nz', 'player', 'unsold']",oh ki think most of wi and nz player unsold,0
1389,ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha where got so fast lose weight thk muz go 4 a month den got effect geelater we go aust put bk e weight,"['haha', 'where', 'got', 'so', 'fast', 'lose', 'weight', 'thk', 'muz', 'go', '4', 'a', 'month', 'den', 'got', 'effect', 'geelater', 'we', 'go', 'aust', 'put', 'bk', 'e', 'weight']","['haha', 'where', 'got', 'so', 'fast', 'lose', 'weight', 'thk', 'muz', 'go', '4', 'a', 'month', 'den', 'got', 'effect', 'geelat', 'we', 'go', 'aust', 'put', 'bk', 'e', 'weight']",haha where got so fast lose weight thk muz go month den got effect geelat we go aust put bk weight,0
1390,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",i wonder how you got online my love  had you gone to the net cafe  did you get your phone recharged  were you on a friends net  i think of you boytoy,"['i', 'wonder', 'how', 'you', 'got', 'online', 'my', 'love', '', 'had', 'you', 'gone', 'to', 'the', 'net', 'cafe', '', 'did', 'you', 'get', 'your', 'phone', 'recharged', '', 'were', 'you', 'on', 'a', 'friends', 'net', '', 'i', 'think', 'of', 'you', 'boytoy']","['i', 'wonder', 'how', 'you', 'got', 'onlin', 'my', 'love', '', 'had', 'you', 'gone', 'to', 'the', 'net', 'cafe', '', 'did', 'you', 'get', 'your', 'phone', 'recharg', '', 'were', 'you', 'on', 'a', 'friend', 'net', '', 'i', 'think', 'of', 'you', 'boytoy']",wonder how you got onlin my love had you gone to the net cafe did you get your phone recharg were you on friend net think of you boytoy,0
1391,ham,"Haha just kidding, papa needs drugs",haha just kidding papa needs drugs,"['haha', 'just', 'kidding', 'papa', 'needs', 'drugs']","['haha', 'just', 'kid', 'papa', 'need', 'drug']",haha just kid papa need drug,0
1392,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",thk shld b can ya i wana go 4 lessons haha can go for one whole stretch,"['thk', 'shld', 'b', 'can', 'ya', 'i', 'wana', 'go', '4', 'lessons', 'haha', 'can', 'go', 'for', 'one', 'whole', 'stretch']","['thk', 'shld', 'b', 'can', 'ya', 'i', 'wana', 'go', '4', 'lesson', 'haha', 'can', 'go', 'for', 'one', 'whole', 'stretch']",thk shld can ya wana go lesson haha can go for one whole stretch,0
1393,ham,Oh ok..,oh ok,"['oh', 'ok']","['oh', 'ok']",oh ok,0
1394,ham,R we still meeting 4 dinner tonight?,r we still meeting 4 dinner tonight,"['r', 'we', 'still', 'meeting', '4', 'dinner', 'tonight']","['r', 'we', 'still', 'meet', '4', 'dinner', 'tonight']",we still meet dinner tonight,0
1395,ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,thats cool i am a gentleman and will treat you with dignity and respect,"['thats', 'cool', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']","['that', 'cool', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'digniti', 'and', 'respect']",that cool am gentleman and will treat you with digniti and respect,0
1396,ham,Shall i start from hear.,shall i start from hear,"['shall', 'i', 'start', 'from', 'hear']","['shall', 'i', 'start', 'from', 'hear']",shall start from hear,0
1397,ham,Then we wait 4 u lor... No need 2 feel bad lar...,then we wait 4 u lor no need 2 feel bad lar,"['then', 'we', 'wait', '4', 'u', 'lor', 'no', 'need', '2', 'feel', 'bad', 'lar']","['then', 'we', 'wait', '4', 'u', 'lor', 'no', 'need', '2', 'feel', 'bad', 'lar']",then we wait lor no need feel bad lar,0
1398,ham,No did you check? I got his detailed message now,no did you check i got his detailed message now,"['no', 'did', 'you', 'check', 'i', 'got', 'his', 'detailed', 'message', 'now']","['no', 'did', 'you', 'check', 'i', 'got', 'hi', 'detail', 'messag', 'now']",no did you check got hi detail messag now,0
1399,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone,"['you', 'have', 'registered', 'sinco', 'as', 'payee', 'log', 'in', 'at', 'icicibankcom', 'and', 'enter', 'urn', '', 'ltgt', '', 'to', 'confirm', 'beware', 'of', 'frauds', 'do', 'not', 'share', 'or', 'disclose', 'urn', 'to', 'anyone']","['you', 'have', 'regist', 'sinco', 'as', 'paye', 'log', 'in', 'at', 'icicibankcom', 'and', 'enter', 'urn', '', 'ltgt', '', 'to', 'confirm', 'bewar', 'of', 'fraud', 'do', 'not', 'share', 'or', 'disclos', 'urn', 'to', 'anyon']",you have regist sinco as paye log in at icicibankcom and enter urn ltgt to confirm bewar of fraud do not share or disclos urn to anyon,0
1400,ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",no i decided that only people who care about stuff vote and caring about stuff is for losers,"['no', 'i', 'decided', 'that', 'only', 'people', 'who', 'care', 'about', 'stuff', 'vote', 'and', 'caring', 'about', 'stuff', 'is', 'for', 'losers']","['no', 'i', 'decid', 'that', 'onli', 'peopl', 'who', 'care', 'about', 'stuff', 'vote', 'and', 'care', 'about', 'stuff', 'is', 'for', 'loser']",no decid that onli peopl who care about stuff vote and care about stuff is for loser,0
1401,ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u,"['kaiez', 'enjoy', 'ur', 'tuition', 'gee', 'thk', 'e', 'second', 'option', 'sounds', 'beta', 'ill', 'go', 'yan', 'jiu', 'den', 'msg', 'u']","['kaiez', 'enjoy', 'ur', 'tuition', 'gee', 'thk', 'e', 'second', 'option', 'sound', 'beta', 'ill', 'go', 'yan', 'jiu', 'den', 'msg', 'u']",kaiez enjoy ur tuition gee thk second option sound beta ill go yan jiu den msg,0
1402,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone,"['you', 'have', 'registered', 'sinco', 'as', 'payee', 'log', 'in', 'at', 'icicibankcom', 'and', 'enter', 'urn', '', 'ltgt', '', 'to', 'confirm', 'beware', 'of', 'frauds', 'do', 'not', 'share', 'or', 'disclose', 'urn', 'to', 'anyone']","['you', 'have', 'regist', 'sinco', 'as', 'paye', 'log', 'in', 'at', 'icicibankcom', 'and', 'enter', 'urn', '', 'ltgt', '', 'to', 'confirm', 'bewar', 'of', 'fraud', 'do', 'not', 'share', 'or', 'disclos', 'urn', 'to', 'anyon']",you have regist sinco as paye log in at icicibankcom and enter urn ltgt to confirm bewar of fraud do not share or disclos urn to anyon,0
1403,ham,cool. We will have fun practicing making babies!,cool we will have fun practicing making babies,"['cool', 'we', 'will', 'have', 'fun', 'practicing', 'making', 'babies']","['cool', 'we', 'will', 'have', 'fun', 'practic', 'make', 'babi']",cool we will have fun practic make babi,0
1404,ham,Actually getting ready to leave the house.,actually getting ready to leave the house,"['actually', 'getting', 'ready', 'to', 'leave', 'the', 'house']","['actual', 'get', 'readi', 'to', 'leav', 'the', 'hous']",actual get readi to leav the hous,0
1405,ham,K..k..any special today?,kkany special today,"['kkany', 'special', 'today']","['kkani', 'special', 'today']",kkani special today,0
1406,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",urgent important information for o2 user today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting for you,"['urgent', 'important', 'information', 'for', 'o2', 'user', 'today', 'is', 'your', 'lucky', 'day', '2', 'find', 'out', 'why', 'log', 'onto', 'httpwwwurawinnercom', 'there', 'is', 'a', 'fantastic', 'surprise', 'awaiting', 'for', 'you']","['urgent', 'import', 'inform', 'for', 'o2', 'user', 'today', 'is', 'your', 'lucki', 'day', '2', 'find', 'out', 'whi', 'log', 'onto', 'httpwwwurawinnercom', 'there', 'is', 'a', 'fantast', 'surpris', 'await', 'for', 'you']",urgent import inform for o2 user today is your lucki day find out whi log onto httpwwwurawinnercom there is fantast surpris await for you,1
1407,ham,Then we gotta do it after that,then we gotta do it after that,"['then', 'we', 'gotta', 'do', 'it', 'after', 'that']","['then', 'we', 'gotta', 'do', 'it', 'after', 'that']",then we gotta do it after that,0
1408,ham,"I've got ten bucks, jay is being noncomittal",ive got ten bucks jay is being noncomittal,"['ive', 'got', 'ten', 'bucks', 'jay', 'is', 'being', 'noncomittal']","['ive', 'got', 'ten', 'buck', 'jay', 'is', 'be', 'noncomitt']",ive got ten buck jay is be noncomitt,0
1409,ham,Where at were hungry too,where at were hungry too,"['where', 'at', 'were', 'hungry', 'too']","['where', 'at', 'were', 'hungri', 'too']",where at were hungri too,0
1410,ham,Pls speak to that customer machan.,pls speak to that customer machan,"['pls', 'speak', 'to', 'that', 'customer', 'machan']","['pl', 'speak', 'to', 'that', 'custom', 'machan']",pl speak to that custom machan,0
1411,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,"['somewhere', 'out', 'there', 'beneath', 'the', 'pale', 'moon', 'light', 'someone', 'think', 'in', 'of', 'u', 'some', 'where', 'out', 'there', 'where', 'dreams', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dreams']","['somewher', 'out', 'there', 'beneath', 'the', 'pale', 'moon', 'light', 'someon', 'think', 'in', 'of', 'u', 'some', 'where', 'out', 'there', 'where', 'dream', 'come', 'true', 'goodnit', 'amp', 'sweet', 'dream']",somewher out there beneath the pale moon light someon think in of some where out there where dream come true goodnit amp sweet dream,0
1412,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'it', 'seriously', 'coz', 'being', 'angry', 'is', 'd', 'most', 'childish', 'n', 'true', 'way', 'of', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'have', 'nice', 'day', 'da']","['wen', 'ur', 'lovabl', 'bcum', 'angri', 'wid', 'u', 'dnt', 'take', 'it', 'serious', 'coz', 'be', 'angri', 'is', 'd', 'most', 'childish', 'n', 'true', 'way', 'of', 'show', 'deep', 'affect', 'care', 'n', 'luv', 'kettoda', 'manda', 'have', 'nice', 'day', 'da']",wen ur lovabl bcum angri wid dnt take it serious coz be angri is most childish true way of show deep affect care luv kettoda manda have nice day da,0
1413,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear uve been invited to xchat this is our final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs,"['dear', 'uve', 'been', 'invited', 'to', 'xchat', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'u', 'txt', 'chat', 'to', '86688', '150pmsgrcvdhgsuite3422landsroww1j6hl', 'ldn', '18', 'yrs']","['dear', 'uve', 'been', 'invit', 'to', 'xchat', 'thi', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'u', 'txt', 'chat', 'to', '86688', '150pmsgrcvdhgsuite3422landsroww1j6hl', 'ldn', '18', 'yr']",dear uve been invit to xchat thi is our final attempt to contact txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yr,1
1414,ham,So wats ur opinion abt him and how abt is character?,so wats ur opinion abt him and how abt is character,"['so', 'wats', 'ur', 'opinion', 'abt', 'him', 'and', 'how', 'abt', 'is', 'character']","['so', 'wat', 'ur', 'opinion', 'abt', 'him', 'and', 'how', 'abt', 'is', 'charact']",so wat ur opinion abt him and how abt is charact,0
1415,ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay is snickering and tells me that x is totally fucking up the chords as we speak,"['jay', 'is', 'snickering', 'and', 'tells', 'me', 'that', 'x', 'is', 'totally', 'fucking', 'up', 'the', 'chords', 'as', 'we', 'speak']","['jay', 'is', 'snicker', 'and', 'tell', 'me', 'that', 'x', 'is', 'total', 'fuck', 'up', 'the', 'chord', 'as', 'we', 'speak']",jay is snicker and tell me that is total fuck up the chord as we speak,0
1416,ham,No..few hours before.went to hair cut .,nofew hours beforewent to hair cut ,"['nofew', 'hours', 'beforewent', 'to', 'hair', 'cut', '']","['nofew', 'hour', 'beforew', 'to', 'hair', 'cut', '']",nofew hour beforew to hair cut,0
1417,ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,no wonder cos i dun rem seeing a silver car but i thk i saw a black one,"['no', 'wonder', 'cos', 'i', 'dun', 'rem', 'seeing', 'a', 'silver', 'car', 'but', 'i', 'thk', 'i', 'saw', 'a', 'black', 'one']","['no', 'wonder', 'co', 'i', 'dun', 'rem', 'see', 'a', 'silver', 'car', 'but', 'i', 'thk', 'i', 'saw', 'a', 'black', 'one']",no wonder co dun rem see silver car but thk saw black one,0
1418,ham,Lmao. Take a pic and send it to me.,lmao take a pic and send it to me,"['lmao', 'take', 'a', 'pic', 'and', 'send', 'it', 'to', 'me']","['lmao', 'take', 'a', 'pic', 'and', 'send', 'it', 'to', 'me']",lmao take pic and send it to me,0
1419,ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",speak only when you feel your words are better than the silence gud mrng,"['speak', 'only', 'when', 'you', 'feel', 'your', 'words', 'are', 'better', 'than', 'the', 'silence', 'gud', 'mrng']","['speak', 'onli', 'when', 'you', 'feel', 'your', 'word', 'are', 'better', 'than', 'the', 'silenc', 'gud', 'mrng']",speak onli when you feel your word are better than the silenc gud mrng,0
